School Year,District Code,District Name,County,School Code,School Name,TYPE,INDEX,TOTAL,Native,Asian,Black,PI,White,2+,Hispanic,NativePerc,AsianPerc,BlackPerc,PIPerc,WhitePerc,2+Perc,HispanicPerc
2016,31201,Snohomish School District,Snohomish,4184,Seattle Hill Elementary,Elementary,48.1,626,2,45,3,1,438,76,61,0.3%,7.2%,0.5%,0.2%,70.0%,12.1%,9.7%
2016,17001,Seattle Public Schools,King,2209,Broadview-Thomson K-8 School,Elementary Middle,76.8,628,3,72,132,1,211,70,139,0.5%,11.5%,21.0%,0.2%,33.6%,11.1%,22.1%
2016,17401,Highline School District,King,3165,Hilltop Elementary (Highline),Elementary,63.2,628,2,109,42,2,68,53,352,0.3%,17.4%,6.7%,0.3%,10.8%,8.4%,56.1%
2016,17401,Highline School District,King,3335,Parkside Elementary,Elementary,77.1,628,5,81,102,2,179,68,191,0.8%,12.9%,16.2%,0.3%,28.5%,10.8%,30.4%
2016,17415,Kent School District,King,3764,Meeker Middle School,Middle,77.7,629,0,159,112,0,180,55,123,0.0%,25.3%,17.8%,0.0%,28.6%,8.7%,19.6%
2016,17403,Renton School District,King,3485,Hazelwood Elementary School (Renton),Elementary,67.5,630,3,158,34,0,308,61,66,0.5%,25.1%,5.4%,0.0%,48.9%,9.7%,10.5%
2016,17405,Bellevue School District,King,2847,Clyde Hill Elementary,Elementary,64.3,632,1,255,6,0,268,64,38,0.2%,40.3%,0.9%,0.0%,42.4%,10.1%,6.0%
2016,31016,Arlington School District,Snohomish,4436,Kent Prairie Elementary,Elementary,38.0,632,4,8,3,0,489,72,56,0.6%,1.3%,0.5%,0.0%,77.4%,11.4%,8.9%
2016,31002,Everett School District,Snohomish,4382,Cedar Wood Elementary,Elementary,60.5,633,1,163,10,0,355,53,51,0.2%,25.8%,1.6%,0.0%,56.1%,8.4%,8.1%
2016,17415,Kent School District,King,2565,Meridian Elementary School,Elementary,71.7,634,0,113,49,2,285,82,103,0.0%,17.8%,7.7%,0.3%,45.0%,12.9%,16.2%
2016,31002,Everett School District,Snohomish,2545,Silver Lake Elementary (Everett),Elementary,68.0,634,5,87,25,0,312,72,133,0.8%,13.7%,3.9%,0.0%,49.2%,11.4%,21.0%
2016,17403,Renton School District,King,3668,Sierra Heights Elementary School,Elementary,75.2,636,2,151,36,0,205,72,170,0.3%,23.7%,5.7%,0.0%,32.2%,11.3%,26.7%
2016,31002,Everett School District,Snohomish,5091,Forest View Elementary School,Elementary,53.9,637,1,130,12,0,408,47,39,0.2%,20.4%,1.9%,0.0%,64.1%,7.4%,6.1%
2016,31002,Everett School District,Snohomish,4316,Mill Creek Elementary,Elementary,60.9,637,2,116,22,2,370,67,58,0.3%,18.2%,3.5%,0.3%,58.1%,10.5%,9.1%
2016,17411,Issaquah School District,King,3440,Briarwood Elementary,Elementary,57.8,638,0,131,10,0,385,66,46,0.0%,20.5%,1.6%,0.0%,60.3%,10.3%,7.2%
2016,31015,Edmonds School District,Snohomish,3463,Madrona Nongraded,Other,57.7,638,0,62,26,0,393,101,56,0.0%,9.7%,4.1%,0.0%,61.6%,15.8%,8.8%
2016,17210,Federal Way School District,King,5029,Sequoyah Middle School,Middle,77.5,638,5,70,106,1,214,109,133,0.8%,11.0%,16.6%,0.2%,33.5%,17.1%,20.8%
2016,17405,Bellevue School District,King,3437,Newport Heights Elementary,Elementary,68.1,639,2,233,21,0,260,76,47,0.3%,36.5%,3.3%,0.0%,40.7%,11.9%,7.4%
2016,17001,Seattle Public Schools,King,3429,Schmitz Park Elementary School,Elementary,40.7,639,1,28,20,0,483,84,23,0.2%,4.4%,3.1%,0.0%,75.6%,13.1%,3.6%
2016,17411,Issaquah School District,King,3673,Issaquah Valley Elementary,Elementary,56.6,642,0,68,12,2,401,63,96,0.0%,10.6%,1.9%,0.3%,62.5%,9.8%,15.0%
2016,17415,Kent School District,King,4485,Northwood Middle School,Middle,73.0,644,5,136,69,1,275,94,64,0.8%,21.1%,10.7%,0.2%,42.7%,14.6%,9.9%
2016,17410,Snoqualmie Valley School District,King,2222,Fall City Elementary,Elementary,33.3,645,1,48,2,0,522,35,37,0.2%,7.4%,0.3%,0.0%,80.9%,5.4%,5.7%
2016,31004,Lake Stevens School District,Snohomish,2884,Mt. Pilchuck Elementary School,Elementary,41.1,645,5,13,11,1,486,58,71,0.8%,2.0%,1.7%,0.2%,75.3%,9.0%,11.0%
2016,31006,Mukilteo School District,Snohomish,4164,Mukilteo Elementary,Elementary,54.6,649,0,98,13,0,417,74,47,0.0%,15.1%,2.0%,0.0%,64.3%,11.4%,7.2%
2016,17401,Highline School District,King,3333,Pacific Middle School,Middle,74.9,649,6,67,69,3,204,80,220,0.9%,10.3%,10.6%,0.5%,31.4%,12.3%,33.9%
2016,17408,Auburn School District,King,5082,Arthur Jacobsen Elementary,Elementary,69.8,650,0,89,54,2,310,70,125,0.0%,13.7%,8.3%,0.3%,47.7%,10.8%,19.2%
2016,17210,Federal Way School District,King,3431,Totem Middle School (Federal Way),Middle,74.3,652,4,83,99,0,106,89,271,0.6%,12.7%,15.2%,0.0%,16.3%,13.7%,41.6%
2016,17412,Shoreline School District,King,3387,Kellogg Middle School,Middle,67.3,653,3,87,59,0,339,83,82,0.5%,13.3%,9.0%,0.0%,51.9%,12.7%,12.6%
2016,17409,Tahoma School District,King,3589,Shadow Lake Elementary,Elementary,48.8,653,4,30,4,6,453,74,82,0.6%,4.6%,0.6%,0.9%,69.4%,11.3%,12.6%
2016,17405,Bellevue School District,King,3634,Spiritridge Elementary School,Elementary,62.5,653,0,318,7,0,232,61,35,0.0%,48.7%,1.1%,0.0%,35.5%,9.3%,5.4%
2016,17415,Kent School District,King,5178,Panther Lake Elementary School (Kent),Elementary,78.3,654,0,127,89,1,142,97,198,0.0%,19.4%,13.6%,0.2%,21.7%,14.8%,30.3%
2016,17411,Issaquah School District,King,3228,Sunset Elementary,Elementary,54.7,654,2,130,14,2,415,53,38,0.3%,19.9%,2.1%,0.3%,63.5%,8.1%,5.8%
2016,31015,Edmonds School District,Snohomish,3650,Brier Terrace Middle School,Middle,63.2,655,1,79,21,0,363,119,72,0.2%,12.1%,3.2%,0.0%,55.4%,18.2%,11.0%
2016,31002,Everett School District,Snohomish,4125,Woodside Elementary,Elementary,65.7,656,0,64,14,0,332,85,161,0.0%,9.8%,2.1%,0.0%,50.6%,13.0%,24.5%
2016,17401,Highline School District,King,2144,Mount View Elementary,Elementary,57.5,658,4,99,54,1,60,32,408,0.6%,15.0%,8.2%,0.2%,9.1%,4.9%,62.0%
2016,17417,Northshore School District,Snohomish,3344,Maywood Hills Elementary,Elementary,57.7,659,1,89,12,0,405,66,86,0.2%,13.5%,1.8%,0.0%,61.5%,10.0%,13.1%
2016,17401,Highline School District,King,2984,Midway Elementary,Elementary,65.0,659,8,64,98,3,62,63,361,1.2%,9.7%,14.9%,0.5%,9.4%,9.6%,54.8%
2016,17410,Snoqualmie Valley School District,King,5015,Cascade View Elementary (Snoqualmie Valley),Elementary,28.8,663,0,40,2,0,556,37,28,0.0%,6.0%,0.3%,0.0%,83.9%,5.6%,4.2%
2016,17414,Lake Washington School District,King,5053,Rosa Parks Elementary,Elementary,62.0,664,1,302,15,0,271,40,35,0.2%,45.5%,2.3%,0.0%,40.8%,6.0%,5.3%
2016,31016,Arlington School District,Snohomish,5010,Haller Middle School,Middle,40.2,667,10,17,9,0,506,35,90,1.5%,2.5%,1.3%,0.0%,75.9%,5.2%,13.5%
2016,17405,Bellevue School District,King,3435,Tillicum Middle School,Middle,60.9,668,0,120,21,1,387,79,60,0.0%,18.0%,3.1%,0.1%,57.9%,11.8%,9.0%
2016,17401,Highline School District,King,2844,Gregory Heights Elementary,Elementary,68.0,670,3,55,44,1,268,44,255,0.4%,8.2%,6.6%,0.1%,40.0%,6.6%,38.1%
2016,17001,Seattle Public Schools,King,3327,Rainier Beach High School,High,66.8,671,4,179,326,0,26,42,94,0.6%,26.7%,48.6%,0.0%,3.9%,6.3%,14.0%
2016,17001,Seattle Public Schools,King,1796,Salmon Bay K-8 School,Elementary Middle,40.2,672,4,33,13,0,512,69,41,0.6%,4.9%,1.9%,0.0%,76.2%,10.3%,6.1%
2016,17415,Kent School District,King,4440,Cedar Heights Middle School,Middle,61.5,674,7,38,54,0,390,69,116,1.0%,5.6%,8.0%,0.0%,57.9%,10.2%,17.2%
2016,31002,Everett School District,Snohomish,2364,North Middle School,Middle,62.4,675,7,34,51,1,366,36,180,1.0%,5.0%,7.6%,0.1%,54.2%,5.3%,26.7%
2016,17409,Tahoma School District,King,3937,Cedar River Middle School,Middle,45.4,676,2,39,6,2,488,70,69,0.3%,5.8%,0.9%,0.3%,72.2%,10.4%,10.2%
2016,17401,Highline School District,King,2699,Hazel Valley Elementary,Elementary,68.8,677,13,101,64,1,92,66,340,1.9%,14.9%,9.5%,0.1%,13.6%,9.7%,50.2%
2016,17415,Kent School District,King,4294,Martin Sortun Elementary School,Elementary,75.9,677,0,231,91,4,185,63,103,0.0%,34.1%,13.4%,0.6%,27.3%,9.3%,15.2%
2016,17408,Auburn School District,King,5051,Lakeland Hills Elementary,Elementary,65.9,678,5,73,30,0,357,91,122,0.7%,10.8%,4.4%,0.0%,52.7%,13.4%,18.0%
2016,17417,Northshore School District,Snohomish,3105,Crystal Springs Elementary,Elementary,71.1,680,0,145,24,0,296,83,132,0.0%,21.3%,3.5%,0.0%,43.5%,12.2%,19.4%
2016,31006,Mukilteo School District,Snohomish,4304,Discovery Elementary (Mukilteo),Elementary,70.0,680,1,61,44,1,196,80,297,0.1%,9.0%,6.5%,0.1%,28.8%,11.8%,43.7%
2016,17411,Issaquah School District,King,2738,Clark Elementary,Elementary,64.7,681,2,149,11,1,359,74,85,0.3%,21.9%,1.6%,0.1%,52.7%,10.9%,12.5%
2016,17406,Tukwila School District,King,2564,Showalter Middle School,Middle,75.5,684,6,213,130,0,91,37,207,0.9%,31.1%,19.0%,0.0%,13.3%,5.4%,30.3%
2016,17412,Shoreline School District,King,3674,Albert Einstein Middle School,Middle,68.2,687,7,111,50,1,347,84,87,1.0%,16.2%,7.3%,0.1%,50.5%,12.2%,12.7%
2016,17411,Issaquah School District,King,4493,Endeavour Elementary School,Elementary,60.6,689,1,235,3,0,357,45,48,0.1%,34.1%,0.4%,0.0%,51.8%,6.5%,7.0%
2016,17403,Renton School District,King,3586,Maplewood Heights Elementary School,Elementary,73.2,693,1,205,22,2,246,75,142,0.1%,29.6%,3.2%,0.3%,35.5%,10.8%,20.5%
2016,17401,Highline School District,King,2927,Sylvester Middle School,Middle,71.7,693,8,132,53,1,147,49,303,1.2%,19.0%,7.6%,0.1%,21.2%,7.1%,43.7%
2016,17407,Riverview School District,King,4318,Tolt Middle School,Middle,36.1,693,4,19,4,1,546,36,83,0.6%,2.7%,0.6%,0.1%,78.8%,5.2%,12.0%
2016,31002,Everett School District,Snohomish,4530,Penny Creek Elementary,Elementary,59.9,694,0,125,25,1,410,59,74,0.0%,18.0%,3.6%,0.1%,59.1%,8.5%,10.7%
2016,31004,Lake Stevens School District,Snohomish,4139,North Lake Middle School,Middle,40.2,699,5,22,8,0,532,65,67,0.7%,3.1%,1.1%,0.0%,76.1%,9.3%,9.6%
2016,31004,Lake Stevens School District,Snohomish,4534,Highland Elementary,Elementary,36.1,700,3,16,9,0,553,60,59,0.4%,2.3%,1.3%,0.0%,79.0%,8.6%,8.4%
2016,17401,Highline School District,King,3278,Madrona Elementary,Elementary,61.1,702,2,45,159,2,50,44,400,0.3%,6.4%,22.6%,0.3%,7.1%,6.3%,57.0%
2016,17400,Mercer Island School District,King,3433,West Mercer Elementary,Elementary,56.1,703,0,152,3,0,430,91,27,0.0%,21.6%,0.4%,0.0%,61.2%,12.9%,3.8%
2016,17415,Kent School District,King,4520,Kent Elementary School,Elementary,60.6,704,1,60,61,3,93,68,418,0.1%,8.5%,8.7%,0.4%,13.2%,9.7%,59.4%
2016,31201,Snohomish School District,Snohomish,5100,Little Cedars Elementary School,Elementary,44.7,710,4,69,13,0,518,58,48,0.6%,9.7%,1.8%,0.0%,73.0%,8.2%,6.8%
2016,17417,Northshore School District,Snohomish,4021,Northshore Jr High,Middle,58.8,711,2,115,12,0,427,62,93,0.3%,16.2%,1.7%,0.0%,60.1%,8.7%,13.1%
2016,17411,Issaquah School District,King,5201,Creekside Elementary,Elementary,55.7,716,0,193,4,0,431,45,43,0.0%,27.0%,0.6%,0.0%,60.2%,6.3%,6.0%
2016,31006,Mukilteo School District,Snohomish,3121,Olivia Park Elementary,Elementary,69.1,719,1,62,43,2,217,76,318,0.1%,8.6%,6.0%,0.3%,30.2%,10.6%,44.2%
2016,17001,Seattle Public Schools,King,3774,Aki Kurose Middle School,Middle,69.5,721,3,293,237,0,24,45,119,0.4%,40.6%,32.9%,0.0%,3.3%,6.2%,16.5%
2016,17401,Highline School District,King,2982,Bow Lake Elementary,Elementary,72.3,722,1,101,174,5,80,53,308,0.1%,14.0%,24.1%,0.7%,11.1%,7.3%,42.7%
2016,17417,Northshore School District,Snohomish,4455,Kokanee Elementary,Elementary,64.4,722,2,235,11,0,350,65,59,0.3%,32.5%,1.5%,0.0%,48.5%,9.0%,8.2%
2016,31006,Mukilteo School District,Snohomish,4583,Odyssey Elementary,Elementary,75.9,723,5,139,73,1,247,69,189,0.7%,19.2%,10.1%,0.1%,34.2%,9.5%,26.1%
2016,31015,Edmonds School District,Snohomish,3560,Alderwood Middle School,Middle,75.3,725,3,153,49,1,270,111,138,0.4%,21.1%,6.8%,0.1%,37.2%,15.3%,19.0%
2016,17405,Bellevue School District,King,3789,Somerset Elementary School,Elementary,47.8,731,0,505,7,0,139,68,12,0.0%,69.1%,1.0%,0.0%,19.0%,9.3%,1.6%
2016,17210,Federal Way School District,King,3626,Sacajawea Middle School,Middle,76.4,735,3,89,79,0,188,127,249,0.4%,12.1%,10.7%,0.0%,25.6%,17.3%,33.9%
2016,17410,Snoqualmie Valley School District,King,2288,Snoqualmie Elementary,Elementary,41.4,735,4,63,6,1,554,53,54,0.5%,8.6%,0.8%,0.1%,75.4%,7.2%,7.3%
2016,17001,Seattle Public Schools,King,2838,Catharine Blaine K-8 School,Elementary Middle,41.9,738,4,32,17,0,551,102,32,0.5%,4.3%,2.3%,0.0%,74.7%,13.8%,4.3%
2016,17417,Northshore School District,Snohomish,3442,Moorlands Elementary,Elementary,48.9,738,1,92,12,0,512,57,64,0.1%,12.5%,1.6%,0.0%,69.4%,7.7%,8.7%
2016,17417,Northshore School District,Snohomish,4017,Canyon Creek Elementary,Elementary,66.7,742,2,176,25,0,371,83,85,0.3%,23.7%,3.4%,0.0%,50.0%,11.2%,11.5%
2016,17408,Auburn School District,King,3169,Olympic Middle School,Middle,72.1,743,36,42,53,2,249,78,283,4.8%,5.7%,7.1%,0.3%,33.5%,10.5%,38.1%
2016,31004,Lake Stevens School District,Snohomish,3753,Sunnycrest Elementary School (Lake Stevens),Elementary,49.0,745,1,35,20,0,516,82,91,0.1%,4.7%,2.7%,0.0%,69.3%,11.0%,12.2%
2016,17414,Lake Washington School District,King,4256,Alcott Elementary,Elementary,56.7,751,1,411,4,0,270,35,30,0.1%,54.7%,0.5%,0.0%,36.0%,4.7%,4.0%
2016,17408,Auburn School District,King,2394,Cascade Middle School,Middle,69.4,751,4,55,78,1,344,68,201,0.5%,7.3%,10.4%,0.1%,45.8%,9.1%,26.8%
2016,31006,Mukilteo School District,Snohomish,2886,Fairmount Elementary,Elementary,75.7,751,5,114,63,0,253,102,214,0.7%,15.2%,8.4%,0.0%,33.7%,13.6%,28.5%
2016,31015,Edmonds School District,Snohomish,3353,Meadowdale Middle School,Middle,69.1,751,3,95,48,1,365,98,141,0.4%,12.6%,6.4%,0.1%,48.6%,13.0%,18.8%
2016,17415,Kent School District,King,4356,Neely O Brien Elementary School,Elementary,77.4,751,2,142,114,0,117,117,259,0.3%,18.9%,15.2%,0.0%,15.6%,15.6%,34.5%
2016,31201,Snohomish School District,Snohomish,4395,Centennial Middle School,Middle,31.2,752,11,10,5,0,618,30,78,1.5%,1.3%,0.7%,0.0%,82.2%,4.0%,10.4%
2016,17001,Seattle Public Schools,King,5292,Cascadia Elementary,Elementary,46.9,754,0,102,2,0,529,106,15,0.0%,13.5%,0.3%,0.0%,70.2%,14.1%,2.0%
2016,17001,Seattle Public Schools,King,5175,Hazel Wolf K-8,Elementary Middle,54.2,757,6,46,56,0,495,76,78,0.8%,6.1%,7.4%,0.0%,65.4%,10.0%,10.3%
2016,17417,Northshore School District,Snohomish,4355,Frank Love Elementary,Elementary,58.8,760,3,110,16,0,459,80,92,0.4%,14.5%,2.1%,0.0%,60.4%,10.5%,12.1%
2016,17410,Snoqualmie Valley School District,King,4397,Chief Kanim Middle School,Middle,33.3,762,2,55,4,1,617,38,45,0.3%,7.2%,0.5%,0.1%,81.0%,5.0%,5.9%
2016,17210,Federal Way School District,King,3898,Illahee Middle School,Middle,77.5,763,2,126,83,2,248,126,176,0.3%,16.5%,10.9%,0.3%,32.5%,16.5%,23.1%
2016,17411,Issaquah School District,King,3038,Issaquah Middle School,Middle,56.6,766,4,137,18,1,476,52,78,0.5%,17.9%,2.3%,0.1%,62.1%,6.8%,10.2%
2016,17210,Federal Way School District,King,3381,Lakota Middle School,Middle,75.8,769,7,82,99,0,267,102,212,0.9%,10.7%,12.9%,0.0%,34.7%,13.3%,27.6%
2016,17417,Northshore School District,Snohomish,3493,Canyon Park Jr High,Middle,54.3,771,2,73,17,0,499,67,113,0.3%,9.5%,2.2%,0.0%,64.7%,8.7%,14.7%
2016,17411,Issaquah School District,King,5056,Grand Ridge Elementary,Elementary,62.6,774,0,268,17,0,382,67,40,0.0%,34.6%,2.2%,0.0%,49.4%,8.7%,5.2%
2016,31006,Mukilteo School District,Snohomish,4344,Horizon Elementary (Mukilteo),Elementary,57.3,776,2,23,38,0,161,80,472,0.3%,3.0%,4.9%,0.0%,20.7%,10.3%,60.8%
2016,17001,Seattle Public Schools,King,2435,Madison Middle School,Middle,62.2,777,4,84,92,0,449,74,74,0.5%,10.8%,11.8%,0.0%,57.8%,9.5%,9.5%
2016,17410,Snoqualmie Valley School District,King,5135,Twin Falls Middle School,Middle,26.4,779,2,19,7,0,665,31,55,0.3%,2.4%,0.9%,0.0%,85.4%,4.0%,7.1%
2016,17414,Lake Washington School District,King,3706,Rose Hill Middle School,Middle,60.8,785,1,134,17,0,454,65,114,0.1%,17.1%,2.2%,0.0%,57.8%,8.3%,14.5%
2016,17417,Northshore School District,Snohomish,4516,Timbercrest Junior High,Middle,37.0,789,1,47,7,0,619,68,47,0.1%,6.0%,0.9%,0.0%,78.5%,8.6%,6.0%
2016,31103,Monroe School District,Snohomish,5040,Park Place Middle School,Middle,47.7,792,10,14,1,1,541,43,182,1.3%,1.8%,0.1%,0.1%,68.3%,5.4%,23.0%
2016,31201,Snohomish School District,Snohomish,4145,Valley View Middle School,Middle,41.1,794,3,55,10,0,600,50,76,0.4%,6.9%,1.3%,0.0%,75.6%,6.3%,9.6%
2016,31025,Marysville School District,Snohomish,3355,Marysville Middle School,Middle,62.7,800,20,41,17,2,437,89,194,2.5%,5.1%,2.1%,0.3%,54.6%,11.1%,24.3%
2016,17415,Kent School District,King,5016,Mill Creek Middle School,Middle,74.8,821,5,146,145,1,146,57,321,0.6%,17.8%,17.7%,0.1%,17.8%,6.9%,39.1%
2016,17417,Northshore School District,Snohomish,3790,Leota Jr High,High,60.8,823,4,155,8,3,475,80,98,0.5%,18.8%,1.0%,0.4%,57.7%,9.7%,11.9%
2016,17001,Seattle Public Schools,King,5351,Jane Addams Middle School,Middle,66.3,825,10,122,78,0,439,85,91,1.2%,14.8%,9.5%,0.0%,53.2%,10.3%,11.0%
2016,31006,Mukilteo School District,Snohomish,4303,Challenger Elementary (Mukilteo),Elementary,69.7,826,2,72,41,2,263,98,348,0.2%,8.7%,5.0%,0.2%,31.8%,11.9%,42.1%
2016,31002,Everett School District,Snohomish,3752,Eisenhower Middle School,Middle,63.9,828,10,108,41,0,451,51,167,1.2%,13.0%,5.0%,0.0%,54.5%,6.2%,20.2%
2016,17417,Northshore School District,Snohomish,4377,Woodmoor Elementary,Elementary,65.2,829,7,104,9,0,431,95,183,0.8%,12.5%,1.1%,0.0%,52.0%,11.5%,22.1%
2016,31025,Marysville School District,Snohomish,4357,Cedarcrest School,Middle,62.9,832,20,51,8,0,453,106,194,2.4%,6.1%,1.0%,0.0%,54.4%,12.7%,23.3%
2016,31006,Mukilteo School District,Snohomish,4425,Voyager Middle School,Middle,72.2,839,3,111,81,0,254,61,329,0.4%,13.2%,9.7%,0.0%,30.3%,7.3%,39.2%
2016,17001,Seattle Public Schools,King,2392,Cleveland High School STEM,High,67.0,842,5,387,269,0,57,40,84,0.6%,46.0%,31.9%,0.0%,6.8%,4.8%,10.0%
2016,31002,Everett School District,Snohomish,4437,Gateway Middle School,Middle,59.6,848,3,157,13,0,500,97,78,0.4%,18.5%,1.5%,0.0%,59.0%,11.4%,9.2%
2016,31006,Mukilteo School District,Snohomish,4430,Harbour Pointe Middle School,Middle,67.3,855,5,210,26,2,419,88,105,0.6%,24.6%,3.0%,0.2%,49.0%,10.3%,12.3%
2016,17417,Northshore School District,Snohomish,4306,Fernwood Elementary,Elementary,64.4,860,2,309,11,0,397,74,67,0.2%,35.9%,1.3%,0.0%,46.2%,8.6%,7.8%
2016,17001,Seattle Public Schools,King,3277,Whitman Middle School,Middle,59.6,861,11,62,86,0,521,79,102,1.3%,7.2%,10.0%,0.0%,60.5%,9.2%,11.8%
2016,17001,Seattle Public Schools,King,2839,David T. Denny International Middle School,Middle,77.9,866,16,137,193,1,195,64,260,1.8%,15.8%,22.3%,0.1%,22.5%,7.4%,30.0%
2016,17411,Issaquah School District,King,4460,Beaver Lake Middle School,Middle,58.7,867,1,275,6,0,479,54,52,0.1%,31.7%,0.7%,0.0%,55.2%,6.2%,6.0%
2016,31006,Mukilteo School District,Snohomish,3120,Olympic View Middle School,Middle,66.4,870,4,120,48,0,445,65,188,0.5%,13.8%,5.5%,0.0%,51.1%,7.5%,21.6%
2016,17405,Bellevue School District,King,3631,Odle Middle School,Middle,63.2,877,2,478,23,0,192,74,108,0.2%,54.5%,2.6%,0.0%,21.9%,8.4%,12.3%
2016,31004,Lake Stevens School District,Snohomish,2885,Hillcrest Elementary School,Elementary,52.5,879,4,32,16,1,576,88,162,0.5%,3.6%,1.8%,0.1%,65.5%,10.0%,18.4%
2016,17406,Tukwila School District,King,2848,Foster Senior High School,High,75.8,894,9,277,183,2,109,53,261,1.0%,31.0%,20.5%,0.2%,12.2%,5.9%,29.2%
2016,17408,Auburn School District,King,4385,Rainier Middle School,Middle,65.6,904,2,90,88,2,478,63,181,0.2%,10.0%,9.7%,0.2%,52.9%,7.0%,20.0%
2016,17001,Seattle Public Schools,King,2729,Eckstein Middle School,Middle,47.6,906,3,85,42,0,642,78,56,0.3%,9.4%,4.6%,0.0%,70.9%,8.6%,6.2%
2016,17411,Issaquah School District,King,3879,Pine Lake Middle School,Middle,59.5,911,1,319,13,0,479,42,57,0.1%,35.0%,1.4%,0.0%,52.6%,4.6%,6.3%
2016,31103,Monroe School District,Snohomish,1777,Sky Valley Education Center,Other,25.3,939,5,16,9,0,808,49,52,0.5%,1.7%,1.0%,0.0%,86.0%,5.2%,5.5%
2016,17403,Renton School District,King,3280,Dimmitt Middle School,Middle,76.6,944,5,259,250,0,106,76,248,0.5%,27.4%,26.5%,0.0%,11.2%,8.1%,26.3%
2016,31002,Everett School District,Snohomish,4334,Heatherwood Middle School,Middle,63.5,947,3,175,29,0,520,83,137,0.3%,18.5%,3.1%,0.0%,54.9%,8.8%,14.5%
2016,17408,Auburn School District,King,4462,Mt Baker Middle School,Middle,68.9,949,4,83,53,1,400,88,320,0.4%,8.7%,5.6%,0.1%,42.1%,9.3%,33.7%
2016,31002,Everett School District,Snohomish,3253,Evergreen Middle School (Everett),Middle,63.1,957,4,96,40,0,515,61,241,0.4%,10.0%,4.2%,0.0%,53.8%,6.4%,25.2%
2016,31006,Mukilteo School District,Snohomish,4231,Explorer Middle School,Middle,70.6,961,5,150,44,1,319,67,375,0.5%,15.6%,4.6%,0.1%,33.2%,7.0%,39.0%
2016,17405,Bellevue School District,King,3283,Tyee Middle School,Middle,62.5,971,0,489,12,0,318,102,50,0.0%,50.4%,1.2%,0.0%,32.7%,10.5%,5.1%
2016,17407,Riverview School District,King,3524,Cedarcrest High School,High,34.5,980,10,26,3,0,783,41,117,1.0%,2.7%,0.3%,0.0%,79.9%,4.2%,11.9%
2016,17409,Tahoma School District,King,4415,Rock Creek Elementary,Elementary,36.6,990,2,22,17,5,779,80,85,0.2%,2.2%,1.7%,0.5%,78.7%,8.1%,8.6%
2016,17409,Tahoma School District,King,4453,Glacier Park Elementary,Elementary,44.3,992,1,42,16,6,724,123,80,0.1%,4.2%,1.6%,0.6%,73.0%,12.4%,8.1%
2016,17403,Renton School District,King,3434,Nelsen Middle School,Middle,77.3,992,5,248,176,1,282,63,217,0.5%,25.0%,17.7%,0.1%,28.4%,6.4%,21.9%
2016,17417,Northshore School District,Snohomish,4371,Skyview Jr High,Middle,65.1,993,7,252,26,0,510,86,112,0.7%,25.4%,2.6%,0.0%,51.4%,8.7%,11.3%
2016,17001,Seattle Public Schools,King,2234,West Seattle High School,High,67.3,993,15,126,115,0,519,101,117,1.5%,12.7%,11.6%,0.0%,52.3%,10.2%,11.8%
2016,17414,Lake Washington School District,King,3232,Redmond Middle School,Middle,66.5,"1,000",3,250,25,0,493,82,147,0.3%,25.0%,2.5%,0.0%,49.3%,8.2%,14.7%
2016,17405,Bellevue School District,King,3282,Sammamish Senior High,High,70.1,"1,000",7,209,56,0,462,95,171,0.7%,20.9%,5.6%,0.0%,46.2%,9.5%,17.1%
2016,17414,Lake Washington School District,King,4148,Evergreen Middle School (Lake Washington),Middle,61.3,"1,020",3,369,17,1,509,49,72,0.3%,36.2%,1.7%,0.1%,49.9%,4.8%,7.1%
2016,17405,Bellevue School District,King,3338,Chinook Middle School (Bellevue),Middle,63.9,"1,021",0,303,19,0,517,111,71,0.0%,29.7%,1.9%,0.0%,50.6%,10.9%,7.0%
2016,17411,Issaquah School District,King,5200,Pacific Cascade Middle School,Middle,60.4,"1,049",1,311,28,1,574,72,62,0.1%,29.6%,2.7%,0.1%,54.7%,6.9%,5.9%
2016,17001,Seattle Public Schools,King,4064,Washington Middle School,Middle,74.3,"1,079",9,194,308,0,387,100,81,0.8%,18.0%,28.5%,0.0%,35.9%,9.3%,7.5%
2016,17411,Issaquah School District,King,3636,Maywood Middle School,Middle,57.7,"1,085",1,229,23,0,655,73,104,0.1%,21.1%,2.1%,0.0%,60.4%,6.7%,9.6%
2016,17001,Seattle Public Schools,King,2371,Hamilton International Middle School,Middle,42.2,"1,089",4,100,20,0,814,94,57,0.4%,9.2%,1.8%,0.0%,74.7%,8.6%,5.2%
2016,17001,Seattle Public Schools,King,3095,Mercer International Middle School,Middle,71.7,"1,101",2,474,266,1,110,75,173,0.2%,43.1%,24.2%,0.1%,10.0%,6.8%,15.7%
2016,17400,Mercer Island School District,King,3219,Islander Middle School,Middle,48.0,"1,105",1,201,11,1,765,87,39,0.1%,18.2%,1.0%,0.1%,69.2%,7.9%,3.5%
2016,17414,Lake Washington School District,King,4386,Inglewood Middle School,Middle,51.8,"1,153",2,244,8,0,756,74,69,0.2%,21.2%,0.7%,0.0%,65.6%,6.4%,6.0%
2016,17001,Seattle Public Schools,King,3096,Chief Sealth International High School,High,78.3,"1,173",23,194,246,0,291,93,326,2.0%,16.5%,21.0%,0.0%,24.8%,7.9%,27.8%
